c_index_cox,c_index_rsf,c_index_gamcox,c_index_pencox,c_index_deepsurv,c_index_bilstmdeepsurv
0.784210617958942,0.806856,0.78468074733158,0.785464296285978,0.7924731734866766,0.7686673170063836
0.797580350779607,0.818581,0.803247058005528,0.790714248465991,0.792573098415845,0.7527556094810055
0.777901747399499,0.816998,0.784664767070617,0.786982045384325,0.7725284784377543,0.7735625169514511
0.763035622096025,0.778163,0.75965321417763,0.759439588414363,0.7738380534224291,0.7590917837213778
0.751060199030192,0.760956,0.747714869819386,0.755655802794533,0.7551118875301556,0.7316862157890358
0.766976928238391,0.794084,0.765600536792664,0.764327374705366,0.7751615803491153,0.7430660401363891
0.75293544627481,0.77249,0.758136622192844,0.746273070433315,0.7558679015938778,0.7459382650528154
0.758927936259515,0.797376,0.772657750586896,0.763356334922103,0.7735645015000349,0.7227726226191307
0.769815755815963,0.782086,0.762504753016005,0.761173908534688,0.7789538168328626,0.7346084470612259
0.786401449198896,0.809821,0.786419036564132,0.786014527163686,0.7937969762419006,0.7623671706263498
0.776230722607583,0.798129,0.782157047612634,0.768755471748939,0.7789770840252408,0.762022583859183
0.811464633184328,0.814085,0.804645455342274,0.810272591813481,0.8166594883280214,0.7758118701007839
0.769746214319633,0.814284,0.781002128071194,0.767952303065478,0.7842686531049621,0.775696088767521
0.773711997087202,0.796459,0.779774258146732,0.773402512288367,0.7796129997861877,0.7631138193999002
0.778878634859829,0.796375,0.781838760229845,0.772296709037089,0.784851078397809,0.7650975693255734
0.744973472296149,0.771506,0.746312735014852,0.744990642331004,0.7569930955315091,0.7304893900771477
0.751928901067205,0.777802,0.753353042976637,0.755966974329391,0.7635259705725935,0.7357028895585889
0.777092115884833,0.786005,0.780984841689838,0.776248990940892,0.8013871041560316,0.7826752803253005
0.74721074002268,0.798785,0.756739949518967,0.748417895160405,0.7752485516057507,0.7259316214863029
0.782582400967644,0.82117,0.784867116890098,0.779978496791318,0.7898019440666157,0.7611883356003052
0.77359426193217,0.803869,0.773293190471974,0.773293190471974,0.7663972186006084,0.7373142112125163
0.739917141744272,0.773396,0.749300662157856,0.736216847845331,0.736251871974367,0.7506356005990318
0.775911403136922,0.805074,0.788452027695351,0.772484809947718,0.8040331817708514,0.7481170386310784
0.793846207729892,0.803935,0.793285816857258,0.796560601019211,0.8031452709096853,0.7862144909582064
0.77549403028789,0.801986,0.781834157435005,0.773374911703392,0.7933386633099154,0.7579566911051763
0.78003015867576,0.820904,0.794698241886288,0.773707118132904,0.7972084555476889,0.7809750177000101
0.769861978987846,0.784203,0.770651651445444,0.761089747991485,0.775585091991342,0.7409530573593074
0.759823653440675,0.78744,0.771359367104048,0.760991165246484,0.7673934199518533,0.7425176281777671
0.773334495988839,0.812905,0.786170212765957,0.781077781653296,0.7836609378752015,0.7630269973585811
0.730215200027903,0.762443,0.734121586271843,0.735865508702173,0.7393030738686931,0.7043540768124872
0.816636559139785,0.825542,0.803148387096774,0.815982795698925,0.8197090551914512,0.7903605480194414
0.793074195354519,0.810151,0.792972395188245,0.794702998014897,0.8032737447015263,0.785246368555967
0.769581088127933,0.780576,0.772501303667652,0.767060664001391,0.7827278958190541,0.739770390678547
0.792192234514833,0.806236,0.789320696215911,0.795468959199493,0.7896533795493934,0.7904852686308492
0.783038243626062,0.822558,0.79768059490085,0.784649433427762,0.7956996753813397,0.7789626164962128
0.769641644931938,0.791072,0.765765122012219,0.76581871449498,0.7672737481138365,0.7338491771063621
0.773416745222384,0.803849,0.780992372953981,0.777153140800411,0.7879494852158037,0.7756758127504184
0.774497875116825,0.80777,0.782962140048317,0.783067943359961,0.7872491718552177,0.7661596628453494
0.761084003229543,0.786728,0.757520974479587,0.762049355846526,0.7609962082040675,0.7464495001723543
0.774392958662968,0.787902,0.770334600500017,0.776242337066338,0.7795648219879416,0.7613762673043888
0.780721270761111,0.810152,0.781514634104276,0.780807505907108,0.7850925658330925,0.7400336603029427
0.789183698066427,0.804876,0.794521255531259,0.782864718745157,0.7886392539211531,0.7592878338278932
0.770137456449013,0.798328,0.769929451734239,0.768144077932433,0.7582668965634977,0.776926097273674
0.760045542126467,0.783021,0.766228761604484,0.759397442634437,0.7712648819764641,0.7134230266327163
0.783244588894267,0.802332,0.781723255653136,0.780599543600028,0.7810585953450387,0.7432795698924731
0.804354341119436,0.828145,0.796456588805641,0.805782282944028,0.808922048920664,0.793065244862984
0.766096800887371,0.796593,0.771026638730919,0.771977393172175,0.7779004190883535,0.7439076970836279
0.77825201452227,0.809496,0.772195165146551,0.789798990525104,0.7933134930994274,0.7860039332393532
0.780881988895569,0.805598,0.773154860840966,0.782208155037663,0.7806965761511216,0.7669282589068686
0.791348025583982,0.80935,0.791626112347052,0.781580228031146,0.7871598523177903,0.7516067277451114
0.804116888997248,0.831549,0.812075511128139,0.808035247814427,0.8243414517178775,0.8054841914157503
0.807344477939161,0.819519,0.80676212661003,0.80592285557687,0.8035702245297013,0.7853566853212864
0.789920545633526,0.836421,0.800291801434397,0.792662775980875,0.791208032849108,0.7784755529484835
0.752900028121485,0.777216,0.753146091113611,0.749226659167604,0.770680067695921,0.7513556453562671
0.751579694710685,0.772415,0.759052183173589,0.754206602768903,0.7883588651987298,0.7663223645182677
0.770937636284344,0.808729,0.771548190143916,0.785294374182294,0.7904445168258104,0.7767815816090378
0.776689741538247,0.806128,0.78310780255331,0.77775072181445,0.7959375748656696,0.7499572196173723
0.769081717134351,0.770045,0.770490936955028,0.765118286388698,0.7617902910606507,0.7544229804748975
0.767537407154903,0.789863,0.774032078653701,0.758387455595823,0.7683932346723045,0.7718287526427061
0.768691383995092,0.782425,0.77205714786572,0.761977386273994,0.7656419343184985,0.7470109583856595
0.768022101355435,0.806371,0.779055512388846,0.764862298195632,0.7917098974367697,0.7600904869627336
0.789144240042215,0.806637,0.802245391851811,0.783321505904616,0.7980448472090907,0.7845050573523378
0.763391261425337,0.788102,0.758233902401661,0.762608296029004,0.76843111282507,0.7515635217384015
0.78790160203099,0.816517,0.793591876039569,0.798721876914996,0.7987730272794638,0.7713040031708284
0.780970571829415,0.807153,0.78485826811582,0.781562177786042,0.7941725719049604,0.7703209670696123
0.769837171675445,0.793535,0.755809150056801,0.779062962580467,0.7707874309345446,0.7729568489203755
0.780132248735858,0.801732,0.791378464764675,0.790042448123658,0.7790870399732955,0.7654677459734625
0.772826880934989,0.818948,0.785618842309679,0.778136079388551,0.7876799804055354,0.774296261306181
0.799604310928307,0.799811,0.790302146786762,0.797139931622152,0.7904197750046945,0.7631233035729528
0.754026251686732,0.790455,0.761842174438778,0.766433590943343,0.7856441527569634,0.752932664978554
0.752844925077749,0.762279,0.740210630477806,0.752950947130336,0.754294638209266,0.7368731563421829
0.761854419410745,0.808687,0.772027729636048,0.774350086655113,0.7924743637788301,0.7451197492590195
0.760594405594406,0.789989,0.771730769230769,0.762622377622378,0.7712114454317769,0.7679177959995883
0.774867553721609,0.79181,0.785393317364013,0.78044515937265,0.787311831648329,0.7717777510770868
0.789668599117418,0.812605,0.775235787834213,0.800571082460846,0.793119899132746,0.7895929529229354
0.763690259503874,0.766958,0.764557005911211,0.762996862378005,0.7584769648622333,0.7428639756751678
0.763433598282162,0.80491,0.772438395068142,0.760091433321211,0.7579456275641353,0.7461484772653763
0.793710227472489,0.813623,0.793973912737756,0.79124916499666,0.8018147251987556,0.7799861735222952
0.793795717870682,0.829921,0.793653336180967,0.793457561357609,0.801095622742895,0.7788691358886233
0.754387504387504,0.785821,0.750965250965251,0.748438048438048,0.7565782667172466,0.7292650963892816
0.793014437541167,0.83647,0.793032239688106,0.79345949121464,0.8043246455853305,0.792070900414285
0.763439918747592,0.789775,0.767782719854306,0.765803943543586,0.7653374233128835,0.7515854415109947
0.730714723121337,0.766001,0.735893622605196,0.737065873501881,0.7620571585884134,0.7394311670882155
0.769495018893851,0.782912,0.784197870147716,0.769941600824459,0.7867299378546339,0.7406106457714131
0.790048248811135,0.801261,0.791315213995626,0.788503592627304,0.7850878689643406,0.7846527896263437
0.779569120287253,0.795098,0.78818671454219,0.777576301615799,0.7982384919514262,0.7782229596159277
0.789773877826527,0.810085,0.798565642929463,0.784289571380358,0.7718121922001864,0.7826766937308665
0.799837757602955,0.829157,0.815337084469605,0.792623148883289,0.8099245206038351,0.7784407724738203
0.758223855246282,0.784872,0.777947242538736,0.756733335644216,0.7638959975432491,0.767922339372846
0.779661907681528,0.782384,0.785898221949724,0.776386090917053,0.7794794053299798,0.7497803579734362
0.785269834703621,0.812631,0.78607994208594,0.783304893393316,0.7964673774854644,0.7746342786432289
0.791647395378317,0.800165,0.793052058173596,0.778423009061788,0.7966236177935342,0.7612560141808052
0.78557546203046,0.818843,0.790876002685607,0.789497862115269,0.7989196512314587,0.7786848230103867
0.732780951705049,0.781964,0.742184450516305,0.726500124197154,0.7277922983098101,0.7349538247081373
0.767080528720399,0.7929,0.770620444320441,0.764761273672096,0.7803982148987298,0.7733607964297975
0.78589289435299,0.80859,0.797145238591373,0.785042022643606,0.7877443788597359,0.7698659114947627
0.742843910867281,0.78887,0.751447248891185,0.742737037103008,0.7563288371035183,0.7222659598663378
0.764789548543434,0.762126,0.754604997453862,0.764139844422202,0.7706418047403868,0.7382572412957288
0.791262477154506,0.825589,0.793511879656966,0.791508505553212,0.7904812871150394,0.7781901671039911
0.779604578563996,0.796616,0.787894554283732,0.780315643426986,0.7735245036270136,0.7745802540612335
